CO2,Temperature,Humidity,PM1.0,PM2.5,PM4.0,PM10,eCO2,TVOC,Temp_MA_24h,Temp_MA_7d,CO2_MA_24h,CO2_MA_7d
696,27,52,5.0,23.0,20.0,28.0,1348,231,24.82638888888889,24.618312757201647,680.7638888888889,693.6224279835391
855,29,38,11.0,24.0,24.0,31.0,842,206,24.833333333333332,24.622816032887975,682.7430555555555,693.7882836587872
957,22,45,10.0,20.0,24.0,32.0,421,414,24.833333333333332,24.62012320328542,683.8819444444445,694.058521560575
446,29,45,8.0,15.0,27.0,30.0,1443,220,24.84027777777778,24.624615384615385,683.0625,693.8041025641025
970,23,36,5.0,21.0,20.0,31.0,491,367,24.79861111111111,24.62295081967213,683.75,694.0870901639345
421,22,47,5.0,24.0,20.0,34.0,1496,284,24.791666666666668,24.62026612077789,682.5972222222222,693.8075742067554
656,22,53,6.0,16.0,27.0,34.0,702,402,24.770833333333332,24.61758691206544,681.3402777777778,693.7689161554192
547,24,44,7.0,19.0,29.0,30.0,1378,58,24.79861111111111,24.616956077630235,678.6805555555555,693.6189989785495
427,21,57,5.0,22.0,20.0,32.0,1330,188,24.805555555555557,24.61326530612245,678.1319444444445,693.3469387755102
497,24,65,7.0,20.0,26.0,30.0,1166,232,24.77777777777778,24.612640163098877,678.6597222222222,693.1467889908257
638,20,52,7.0,17.0,29.0,28.0,401,47,24.75,24.60794297352342,679.8472222222222,693.0906313645621
805,25,53,14.0,21.0,24.0,28.0,722,324,24.72222222222222,24.608341810783315,679.125,693.2044760935911
750,26,58,11.0,19.0,26.0,29.0,1171,253,24.729166666666668,24.609756097560975,681.4583333333334,693.2621951219512
639,21,67,12.0,22.0,27.0,25.0,612,342,24.70138888888889,24.606091370558374,682.9791666666666,693.2071065989848
802,20,31,13.0,18.0,26.0,26.0,441,33,24.666666666666668,24.601419878296145,683.1319444444445,693.3174442190669
691,25,51,14.0,21.0,26.0,28.0,612,288,24.680555555555557,24.601823708206688,683.3125,693.3150962512665
495,23,30,13.0,22.0,26.0,34.0,1221,306,24.666666666666668,24.600202429149796,680.125,693.1143724696357
429,22,38,7.0,15.0,20.0,28.0,1078,77,24.625,24.59757330637007,677.8055555555555,692.8473205257836
759,23,59,9.0,21.0,27.0,28.0,577,145,24.59027777777778,24.595959595959595,679.7638888888889,692.9141414141415
678,23,67,12.0,19.0,25.0,33.0,1365,244,24.54861111111111,24.594349142280524,681.4027777777778,692.8990918264379
840,25,32,12.0,17.0,22.0,33.0,409,81,24.541666666666668,24.594758064516128,682.4375,693.047379032258
647,21,45,10.0,18.0,22.0,28.0,474,342,24.5,24.59113796576032,683.0694444444445,693.0010070493454
984,21,60,12.0,17.0,24.0,33.0,1137,466,24.458333333333332,24.58752515090543,686.5347222222222,693.2937625754527
943,21,69,7.0,15.0,20.0,34.0,839,47,24.45138888888889,24.58391959798995,690.0694444444445,693.5447236180904
994,23,47,9.0,24.0,24.0,29.0,1196,374,24.416666666666668,24.582329317269075,692.5694444444445,693.8463855421687
536,24,59,6.0,20.0,27.0,25.0,1061,391,24.381944444444443,24.58174523570712,691.9861111111111,693.6880641925777
717,21,44,6.0,23.0,23.0,31.0,1332,359,24.354166666666668,24.57815631262525,691.4652777777778,693.7114228456913
423,23,43,6.0,16.0,28.0,33.0,500,136,24.3125,24.576576576576578,687.625,693.4404404404404
894,23,36,12.0,15.0,26.0,31.0,431,19,24.29861111111111,24.575,689.1527777777778,693.641
690,20,42,14.0,24.0,26.0,28.0,797,217,24.28472222222222,24.57042957042957,690.0138888888889,693.6373626373627
651,24,42,5.0,20.0,25.0,33.0,1437,326,24.291666666666668,24.56986027944112,690.0625,693.5948103792415
531,24,44,14.0,24.0,22.0,27.0,1079,174,24.29861111111111,24.56929212362911,689.7222222222222,693.432701894317
711,28,66,5.0,17.0,26.0,33.0,509,56,24.32638888888889,24.572709163346612,688.4583333333334,693.4501992031873
896,21,66,7.0,16.0,26.0,33.0,912,409,24.27777777777778,24.569154228855723,691.7291666666666,693.6517412935324
415,20,48,6.0,18.0,25.0,33.0,849,242,24.26388888888889,24.564612326043736,689.3680555555555,693.3747514910536
680,22,40,9.0,15.0,20.0,27.0,487,50,24.229166666666668,24.56206554121152,687.2777777777778,693.3614697120158
974,28,59,11.0,21.0,22.0,30.0,1319,192,24.22222222222222,24.56547619047619,687.4930555555555,693.639880952381
